sample_name	sample_title	bioproject_accession	organism	host	isolation_source	collection_date	geo_loc_name	lat_lon	ref_biomaterial	rel_to_oxygen	samp_collect_device	samp_mat_process	samp_size	source_material_id	description
E11Jenny03			metagenome	Homo sapiens	stool	9/27/2017	"USA: Ohio, Cincinnati"	39.10 N 84.51 W							
E11Jenny1			metagenome	Homo sapiens	stool	12/19/2017	"USA: Ohio, Cincinnati"	39.10 N 84.51 W							
E12Heidi3			metagenome	Homo sapiens	stool	8/14/2017	"USA: Ohio, Cincinnati"	39.10 N 84.51 W							
E12Jenny02			metagenome	Homo sapiens	stool	11/3/2016	"USA: Ohio, Cincinnati"	39.10 N 84.51 W							
E12Jenny03			metagenome	Homo sapiens	stool	10/3/2017	"USA: Ohio, Cincinnati"	39.10 N 84.51 W							
E12Jenny1			metagenome	Homo sapiens	stool	12/19/2017	"USA: Ohio, Cincinnati"	39.10 N 84.51 W							
E1Heidi5			metagenome	Homo sapiens	stool	8/15/2017	"USA: Ohio, Cincinnati"	39.10 N 84.51 W							
E1Jenny02			metagenome	Homo sapiens	stool	12/21/2016	"USA: Ohio, Cincinnati"	39.10 N 84.51 W							
E1Jenny03			metagenome	Homo sapiens	stool	9/26/2017	"USA: Ohio, Cincinnati"	39.10 N 84.51 W							
E1Jenny1			metagenome	Homo sapiens	stool	12/11/2017	"USA: Ohio, Cincinnati"	39.10 N 84.51 W							
E2Heidi5			metagenome	Homo sapiens	stool	5/8/2017	"USA: Ohio, Cincinnati"	39.10 N 84.51 W							
E2Jenny02			metagenome	Homo sapiens	stool	1/17/2017	"USA: Ohio, Cincinnati"	39.10 N 84.51 W							
E2Jenny03			metagenome	Homo sapiens	stool	9/28/2017	"USA: Ohio, Cincinnati"	39.10 N 84.51 W							
E2Jenny1			metagenome	Homo sapiens	stool	12/12/2017	"USA: Ohio, Cincinnati"	39.10 N 84.51 W							
E3Heidi5			metagenome	Homo sapiens	stool	4/27/2017	"USA: Ohio, Cincinnati"	39.10 N 84.51 W							
E3Jenny02			metagenome	Homo sapiens	stool	12/18/2016	"USA: Ohio, Cincinnati"	39.10 N 84.51 W							
E3Jenny03			metagenome	Homo sapiens	stool	9/30/2017	"USA: Ohio, Cincinnati"	39.10 N 84.51 W							
E3Jenny1			metagenome	Homo sapiens	stool	12/12/2017	"USA: Ohio, Cincinnati"	39.10 N 84.51 W							
E4Heidi5			metagenome	Homo sapiens	stool	5/10/2017	"USA: Ohio, Cincinnati"	39.10 N 84.51 W							
E4Jenny02			metagenome	Homo sapiens	stool	12/16/2016	"USA: Ohio, Cincinnati"	39.10 N 84.51 W							
E4Jenny1			metagenome	Homo sapiens	stool	10/1/2017	"USA: Ohio, Cincinnati"	39.10 N 84.51 W							
E5Heidi5			metagenome	Homo sapiens	stool	4/30/2017	"USA: Ohio, Cincinnati"	39.10 N 84.51 W							
E5Jenny02			metagenome	Homo sapiens	stool	1/15/2017	"USA: Ohio, Cincinnati"	39.10 N 84.51 W							
E5Jenny03			metagenome	Homo sapiens	stool	10/4/2017	"USA: Ohio, Cincinnati"	39.10 N 84.51 W							
E5Jenny1			metagenome	Homo sapiens	stool	12/12/2017	"USA: Ohio, Cincinnati"	39.10 N 84.51 W							
E6Heidi5			metagenome	Homo sapiens	stool	5/9/2017	"USA: Ohio, Cincinnati"	39.10 N 84.51 W							
E6Jenny02			metagenome	Homo sapiens	stool	1/10/2017	"USA: Ohio, Cincinnati"	39.10 N 84.51 W							
E6Jenny03			metagenome	Homo sapiens	stool	10/2/2017	"USA: Ohio, Cincinnati"	39.10 N 84.51 W							
E6Jenny1			metagenome	Homo sapiens	stool	12/12/2017	"USA: Ohio, Cincinnati"	39.10 N 84.51 W							
E7Heidi5			metagenome	Homo sapiens	stool	5/14/2017	"USA: Ohio, Cincinnati"	39.10 N 84.51 W							
E7Jenny02			metagenome	Homo sapiens	stool	12/13/2016	"USA: Ohio, Cincinnati"	39.10 N 84.51 W							
E7Jenny03			metagenome	Homo sapiens	stool	10/4/2017	"USA: Ohio, Cincinnati"	39.10 N 84.51 W							
E7Jenny1			metagenome	Homo sapiens	stool	12/14/2017	"USA: Ohio, Cincinnati"	39.10 N 84.51 W							
E8Heidi5			metagenome	Homo sapiens	stool	5/18/2017	"USA: Ohio, Cincinnati"	39.10 N 84.51 W							
E8Jenny02			metagenome	Homo sapiens	stool	12/18/2016	"USA: Ohio, Cincinnati"	39.10 N 84.51 W							
E8Jenny03			metagenome	Homo sapiens	stool	10/3/2017	"USA: Ohio, Cincinnati"	39.10 N 84.51 W							
E8Jenny1			metagenome	Homo sapiens	stool	12/13/2017	"USA: Ohio, Cincinnati"	39.10 N 84.51 W							
E9Heidi5			metagenome	Homo sapiens	stool	5/21/2017	"USA: Ohio, Cincinnati"	39.10 N 84.51 W							
E9Jenny02			metagenome	Homo sapiens	stool	1/11/2017	"USA: Ohio, Cincinnati"	39.10 N 84.51 W							
E9Jenny1			metagenome	Homo sapiens	stool	10/3/2017	"USA: Ohio, Cincinnati"	39.10 N 84.51 W							
F10Jenny02			metagenome	Homo sapiens	stool	12/18/2017	"USA: Ohio, Cincinnati"	39.10 N 84.51 W							
F10Jenny03			metagenome	Homo sapiens	stool	8/15/2017	"USA: Ohio, Cincinnati"	39.10 N 84.51 W							
F10Jenny1			metagenome	Homo sapiens	stool	10/11/2017	"USA: Ohio, Cincinnati"	39.10 N 84.51 W							
F11Jenny02			metagenome	Homo sapiens	stool	1/18/2018	"USA: Ohio, Cincinnati"	39.10 N 84.51 W							
F11Jenny03			metagenome	Homo sapiens	stool	8/22/2017	"USA: Ohio, Cincinnati"	39.10 N 84.51 W							
F11Jenny1			metagenome	Homo sapiens	stool	10/17/2017	"USA: Ohio, Cincinnati"	39.10 N 84.51 W							
F12Jenny02			metagenome	Homo sapiens	stool	1/17/2018	"USA: Ohio, Cincinnati"	39.10 N 84.51 W							
F12Jenny03			metagenome	Homo sapiens	stool	8/23/2017	"USA: Ohio, Cincinnati"	39.10 N 84.51 W							
F12Jenny1			metagenome	Homo sapiens	stool	10/17/2017	"USA: Ohio, Cincinnati"	39.10 N 84.51 W							
F1Jenny02			metagenome	Homo sapiens	stool	1/18/2018	"USA: Ohio, Cincinnati"	39.10 N 84.51 W							
F1Jenny03			metagenome	Homo sapiens	stool	8/29/2017	"USA: Ohio, Cincinnati"	39.10 N 84.51 W							
F1Jenny1			metagenome	Homo sapiens	stool	10/3/2017	"USA: Ohio, Cincinnati"	39.10 N 84.51 W							
F2Heidi5			metagenome	Homo sapiens	stool	12/19/2017	"USA: Ohio, Cincinnati"	39.10 N 84.51 W							
F2Jenny02			metagenome	Homo sapiens	stool	8/15/2017	"USA: Ohio, Cincinnati"	39.10 N 84.51 W							
